customerID,loanId,appilcationDate,LoanNumber,LoanAmount,InterestRate,TermDays,repaymentDueDate,repaymentPaidDate
667955858,302955379055,2018-12-22,1,11000.0,20.1,30,2019-01-21,2019-01-02
259405196,302955856060,2018-12-22,1,11000.0,20.1,30,2019-01-21,2019-01-11
864875725,303019548646,2019-01-08,1,11000.0,20.1,30,2019-02-07,2019-01-15
518233685,302943636025,2018-12-19,1,11000.0,20.1,30,2019-01-18,2019-01-15
501677576,302951617083,2018-12-21,1,11000.0,20.1,30,2019-01-20,2019-01-12
967514375,302995858027,2019-01-03,1,11000.0,20.1,30,2019-02-02,2019-01-13
347033535,302942194981,2018-12-19,1,11500.0,15.0,30,2019-01-18,2019-01-03
268766947,302974527948,2018-12-28,2,11500.0,15.0,30,2019-01-27,2019-01-07
983881420,302962386259,2018-12-24,3,15000.0,15.0,30,2019-01-23,2019-01-09
585350885,303033121467,2019-01-12,2,15000.0,15.0,15,2019-01-27,2019-01-16
740686093,302942697065,2018-12-19,2,15000.0,15.0,30,2019-01-18,2018-12-29
011779914,302957435869,2018-12-22,2,15000.0,15.0,30,2019-01-21,2018-12-27
563269462,302961675501,2018-12-24,1,17000.0,12.6,90,2019-03-23,2018-12-24
658651954,302955117435,2018-12-22,11,57000.0,7.5,180,2019-06-21,2019-01-07
577187026,302947595774,2018-12-20,1,11500.0,19.8,45,2019-02-03,2019-01-03
079924774,302946227565,2018-12-20,1,11500.0,19.8,45,2019-02-03,2018-12-20
204567625,302970820883,2018-12-27,1,11500.0,19.8,45,2019-02-10,2019-01-10
933269719,302940728345,2018-12-18,1,11500.0,19.8,45,2019-02-01,2018-12-29
840847984,302957457978,2018-12-22,2,11500.0,19.8,45,2019-02-05,2018-12-31
081767649,302947649113,2018-12-20,14,27500.0,12.5,90,2019-03-19,2019-01-02
967249899,302982216343,2018-12-30,8,18500.0,7.5,90,2019-03-29,2019-01-09
583646050,302983205356,2018-12-30,4,45000.0,7.5,90,2019-03-29,2019-01-04
826732708,302943744853,2018-12-19,4,34500.0,12.5,90,2019-03-18,2019-01-15
639034923,302967047480,2018-12-25,3,34500.0,12.5,90,2019-03-24,2019-01-06
231927458,302944694344,2018-12-19,4,34500.0,12.5,90,2019-03-18,2019-01-17
701485745,302983849421,2018-12-30,3,34500.0,12.5,90,2019-03-29,2019-01-06
880859347,302994302644,2019-01-02,3,34500.0,12.5,90,2019-04-01,2019-01-14
204891012,303007024466,2019-01-05,2,47500.0,10.0,90,2019-04-04,2019-01-14
268445287,302958911050,2018-12-23,1,31000.0,20.1,60,2019-02-22,2019-01-05
548574074,302949499616,2018-12-20,7,124500.0,5.0,180,2019-06-19,2019-01-07
011118287,302956199195,2018-12-22,5,64500.0,7.5,180,2019-06-21,2019-01-14
458715758,302977008806,2018-12-28,6,86000.0,7.5,180,2019-06-27,2019-01-08
198880903,302975813350,2018-12-28,2,15000.0,12.5,30,2019-01-27,2019-01-10
857418465,302942525895,2018-12-19,1,103000.0,12.0,120,2019-04-18,2019-01-17
654661034,302978828719,2018-12-29,2,28500.0,7.5,90,2019-03-28,2019-01-15
770218664,302963725758,2018-12-24,6,30000.0,7.5,90,2019-03-23,2018-12-30
022877136,302960599485,2018-12-24,4,60000.0,7.5,90,2019-03-23,2019-01-04
516140389,303033645260,2019-01-12,2,20500.0,19.8,45,2019-02-26,2019-01-12
466905951,302961335182,2018-12-24,9,46500.0,7.5,90,2019-03-23,2018-12-29
290597996,302953417405,2018-12-21,8,150000.0,7.5,180,2019-06-20,2019-01-11
906302363,302981375229,2018-12-30,3,37500.0,12.5,90,2019-03-29,2019-01-07
597208053,302949126926,2018-12-20,4,37500.0,12.5,90,2019-03-19,2019-01-13
391701399,302965343156,2018-12-25,3,37500.0,12.5,90,2019-03-24,2019-01-03
802930691,302960412826,2018-12-23,4,49500.0,7.5,180,2019-06-22,2019-01-09
163360499,302943016249,2018-12-19,4,166000.0,5.0,180,2019-06-18,2019-01-16
455226081,302992148055,2019-01-02,10,100000.0,5.0,180,2019-07-01,2019-01-14
260815447,303017803960,2019-01-08,8,100000.0,5.0,180,2019-07-07,2019-01-11
501074525,302952572552,2018-12-21,6,100000.0,5.0,180,2019-06-20,2019-01-17
236783014,302942920288,2018-12-19,10,100000.0,5.0,180,2019-06-18,2019-01-13
506672730,302961234335,2018-12-24,6,88000.0,5.0,180,2019-06-23,2019-01-15
357194863,302974063074,2018-12-28,7,44500.0,7.5,180,2019-06-27,2019-01-15
906518727,302961133573,2018-12-24,4,52000.0,7.5,180,2019-06-23,2019-01-16
160148592,302943207679,2018-12-19,3,32000.0,12.5,90,2019-03-18,2019-01-17
022149753,302941896294,2018-12-19,4,40000.0,7.5,180,2019-06-18,2019-01-12
837615193,302952481204,2018-12-21,5,59500.0,7.5,180,2019-06-20,2019-01-16
240507310,302962397510,2018-12-24,5,59500.0,7.5,180,2019-06-23,2019-01-13
834167819,302949522344,2018-12-20,4,30500.0,12.5,90,2019-03-19,2019-01-15
734399021,302943017796,2018-12-19,3,23000.0,12.5,90,2019-03-18,2018-12-24
996002932,302944782625,2018-12-19,6,23000.0,12.5,90,2019-03-18,2019-01-16
827060264,302961774579,2018-12-24,4,61000.0,7.5,180,2019-06-23,2019-01-13
727513695,302972285011,2018-12-27,4,17000.0,12.5,90,2019-03-26,2019-01-12
823297150,302941941869,2018-12-19,5,75500.0,5.0,180,2019-06-18,2019-01-17
170457915,302942134100,2018-12-19,4,39500.0,7.5,180,2019-06-18,2019-01-17
557689750,302977031932,2018-12-28,11,39500.0,7.5,180,2019-06-27,2019-01-06
192286872,302943070310,2018-12-19,9,98000.0,5.0,180,2019-06-18,2018-12-20
043078370,302956188030,2018-12-22,6,77000.0,5.0,180,2019-06-21,2018-12-22
300621795,302963686658,2018-12-24,5,83000.0,5.0,180,2019-06-23,2019-01-05
241632839,302951557950,2018-12-21,1,81500.0,7.5,180,2019-06-20,2019-01-11
846121332,302992632852,2019-01-02,7,100000.0,10.0,90,2019-04-01,2019-01-05
659633916,303003773577,2019-01-04,7,100000.0,5.0,180,2019-07-03,2019-01-16
GH96550430,100017786,2018-02-08,5,80.0,15.0,15,2018-02-23,2018-02-23
GH37504396,100012838,2018-01-14,1,80.0,15.0,15,2018-01-29,2018-01-29
GH54723054,100016807,2018-02-02,2,80.0,15.0,15,2018-02-19,2018-02-16
GH47548807,100018275,2018-02-11,2,80.0,15.0,15,2018-02-26,2018-02-28
GH84759681,100015781,2018-01-27,2,80.0,15.0,15,2018-02-12,2018-02-12
GH35460722,100016172,2018-01-30,5,80.0,15.0,15,2018-02-14,2018-03-01
GH04894087,100011235,2018-01-08,2,80.0,15.0,15,2018-01-23,2018-01-22
GH42405922,100019919,2018-02-20,5,80.0,15.0,15,2018-03-07,2018-03-04
GH62638354,100018341,2018-02-12,5,80.0,15.0,15,2018-02-27,2018-02-26
GH27599183,100014393,2018-01-20,1,80.0,15.0,15,2018-02-05,2018-02-05
GH00205281,100012492,2018-01-13,1,80.0,15.0,15,2018-01-29,2018-01-29
GH94877744,100014182,2018-01-19,2,80.0,15.0,15,2018-02-05,2018-01-29
GH77744340,100018807,2018-02-14,2,80.0,15.0,15,2018-03-01,2018-03-01
GH27237979,100019864,2018-02-20,4,80.0,15.0,15,2018-03-07,2018-03-03
GH14093998,100011729,2018-01-10,1,80.0,15.0,15,2018-01-25,2018-01-23
GH00808874,100010319,2018-01-01,2,80.0,15.0,15,2018-01-16,2018-01-15
GH11632090,100016184,2018-01-30,3,80.0,15.0,15,2018-02-14,2018-02-15
GH56785851,100011067,2018-01-06,3,80.0,15.0,15,2018-01-22,2018-01-22
GH85390929,100015715,2018-01-27,2,80.0,15.0,15,2018-02-12,2018-02-16
GH29089809,100010564,2018-01-03,3,80.0,15.0,15,2018-01-18,2018-01-11
GH07189378,100016700,2018-02-02,1,80.0,15.0,15,2018-02-19,2018-02-09
GH62107518,100016384,2018-01-31,1,80.0,15.0,15,2018-02-15,2018-02-15
GH72937410,100013596,2018-01-16,1,80.0,15.0,15,2018-01-31,2018-01-30
GH04123177,100018999,2018-02-15,4,80.0,15.0,15,2018-03-02,2018-03-01
GH77735356,100019922,2018-02-20,2,80.0,15.0,15,2018-03-07,2018-03-05
GH94880102,100011731,2018-01-10,1,80.0,15.0,15,2018-01-25,2018-01-26
GH16140997,100017184,2018-02-05,5,80.0,15.0,15,2018-02-20,2018-02-19
GH06832511,100014400,2018-01-20,1,80.0,15.0,15,2018-02-05,2018-02-14
GH79975596,100011450,2018-01-09,1,80.0,15.0,15,2018-01-24,2018-01-18
GH91866056,100012296,2018-01-12,1,80.0,15.0,15,2018-01-29,2018-01-18
GH25538030,100015037,2018-01-23,1,80.0,15.0,15,2018-02-07,2018-02-07
GH56785851,100015821,2018-01-27,4,80.0,15.0,15,2018-02-12,2018-02-11
GH26139148,100017099,2018-02-04,2,80.0,15.0,15,2018-02-19,2018-02-27
GH12044261,100014862,2018-01-23,2,80.0,15.0,15,2018-02-07,2018-02-06
GH03825373,100012495,2018-01-13,1,80.0,15.0,15,2018-01-29,2018-02-13
GH16140997,100014473,2018-01-20,4,80.0,15.0,15,2018-02-05,2018-02-04
GH21917111,100017509,2018-02-06,4,80.0,15.0,15,2018-02-21,2018-02-17
GH72548249,100015748,2018-01-27,2,80.0,15.0,15,2018-02-12,2018-02-09
GH84657758,100018622,2018-02-13,2,80.0,15.0,15,2018-02-28,2018-02-27
GH02191438,100016410,2018-01-31,4,80.0,15.0,15,2018-02-15,2018-02-12
GH63887800,100016727,2018-02-02,2,80.0,15.0,15,2018-02-19,2018-02-25
GH26366776,100011949,2018-01-11,1,80.0,15.0,15,2018-01-26,2018-01-16
GH47742294,100010287,2018-01-01,3,80.0,15.0,15,2018-01-16,2018-01-15
GH50398055,100013230,2018-01-15,4,80.0,15.0,15,2018-01-30,2018-01-27
GH54463289,100014198,2018-01-19,1,80.0,15.0,15,2018-02-05,2018-02-05
GH33548869,100017816,2018-02-08,5,80.0,15.0,15,2018-02-23,2018-02-21
GH53257816,100016201,2018-01-30,4,80.0,15.0,15,2018-02-14,2018-02-14
GH30979353,100011970,2018-01-11,1,80.0,15.0,15,2018-01-26,2018-01-26
GH71446879,100015687,2018-01-26,2,80.0,15.0,15,2018-02-12,2018-02-12
GH26958108,100018993,2018-02-15,2,80.0,15.0,15,2018-03-02,2018-03-02
GH25218149,100015383,2018-01-25,5,80.0,15.0,15,2018-02-09,2018-02-09
GH36849122,100015722,2018-01-27,1,80.0,15.0,15,2018-02-12,2018-02-06
GH63344119,100019898,2018-02-20,4,80.0,15.0,15,2018-03-07,2018-03-07
GH11419942,100016528,2018-02-01,2,80.0,15.0,15,2018-02-16,2018-02-15
GH33164754,100014274,2018-01-19,5,80.0,15.0,15,2018-02-05,2018-02-12
GH33548869,100011364,2018-01-09,3,80.0,15.0,15,2018-01-24,2018-01-24
GH28179321,100016682,2018-02-02,5,80.0,15.0,15,2018-02-19,2018-02-28
GH96880686,100012940,2018-01-14,1,80.0,15.0,15,2018-01-29,2018-02-17
GH80713260,100017839,2018-02-08,4,80.0,15.0,15,2018-02-23,2018-02-27
GH61207133,100018984,2018-02-15,4,80.0,15.0,15,2018-03-02,2018-03-02
GH85561382,100016417,2018-01-31,3,80.0,15.0,15,2018-02-15,2018-02-13
GH65443774,100017210,2018-02-05,6,80.0,15.0,15,2018-02-20,2018-02-20
GH11704484,100012388,2018-01-12,3,80.0,15.0,15,2018-01-29,2018-01-29
GH75509875,100015465,2018-01-25,1,80.0,15.0,15,2018-02-09,2018-02-09
GH28179321,100011014,2018-01-06,4,80.0,15.0,15,2018-01-22,2018-01-31
GH59483030,100017217,2018-02-05,5,80.0,15.0,15,2018-02-20,2018-04-04
GH81484333,100012258,2018-01-12,1,80.0,15.0,15,2018-01-29,2018-01-24
GH00205281,100016094,2018-01-29,2,80.0,15.0,15,2018-02-13,2018-02-27
GH16140997,100010829,2018-01-04,3,80.0,15.0,15,2018-01-19,2018-01-19
GH04969435,100019662,2018-02-19,6,80.0,15.0,15,2018-03-06,2018-03-06
GH96908526,100013425,2018-01-16,3,80.0,15.0,15,2018-01-31,2018-02-19
GH27209571,100015634,2018-01-26,5,80.0,15.0,15,2018-02-12,2018-02-11
GH98017512,100016651,2018-02-02,1,80.0,15.0,15,2018-02-19,2018-02-14
GH46661689,100014131,2018-01-19,3,80.0,15.0,15,2018-02-05,2018-02-05
GH19561717,100018120,2018-02-10,1,80.0,15.0,15,2018-02-26,2018-02-23
GH68637137,100015409,2018-01-25,1,80.0,15.0,15,2018-02-09,2018-02-09
GH25602476,100014889,2018-01-23,1,80.0,15.0,15,2018-02-07,2018-02-06
GH91278408,100017825,2018-02-08,2,80.0,15.0,15,2018-02-23,2018-03-29
GH73186284,100012603,2018-01-13,1,80.0,15.0,15,2018-01-29,2018-01-27
GH44294596,100012797,2018-01-14,2,80.0,15.0,15,2018-01-29,2018-01-24
GH99203754,100011121,2018-01-07,2,80.0,15.0,15,2018-01-22,2018-01-10
GH06246073,100011069,2018-01-06,4,80.0,15.0,15,2018-01-22,2018-01-24
GH63727524,100015090,2018-01-23,1,80.0,15.0,15,2018-02-07,2018-05-28
GH37396334,100015185,2018-01-24,2,80.0,15.0,15,2018-02-08,2018-02-08
GH84759681,100012614,2018-01-13,1,80.0,15.0,15,2018-01-29,2018-01-27
GH44856685,100014222,2018-01-19,4,80.0,15.0,15,2018-02-05,2018-02-02
GH70411308,100010323,2018-01-01,2,80.0,15.0,15,2018-01-16,2018-01-15
GH69738820,100016004,2018-01-29,1,80.0,15.0,15,2018-02-13,2018-02-12
GH44466372,100010781,2018-01-04,2,80.0,15.0,15,2018-01-19,2018-01-17
GH46916389,100015224,2018-01-24,4,80.0,15.0,15,2018-02-08,2018-02-08
GH45657328,100016105,2018-01-29,5,80.0,15.0,15,2018-02-13,2018-02-13
GH03797882,100016354,2018-01-31,1,80.0,15.0,15,2018-02-15,2018-02-15
GH38221962,100013906,2018-01-18,5,80.0,15.0,15,2018-02-02,2018-02-02
GH14494106,100010525,2018-01-03,2,80.0,15.0,15,2018-01-18,2018-01-18
GH05596552,100018167,2018-02-10,5,80.0,15.0,15,2018-02-26,2018-02-24
GH73053338,100017085,2018-02-04,1,80.0,15.0,15,2018-02-19,2018-02-19
GH00957556,100012589,2018-01-13,1,80.0,15.0,15,2018-01-29,2018-01-26
GH51803552,100019534,2018-02-18,6,80.0,15.0,15,2018-03-05,2018-03-05
GH82290691,100013411,2018-01-16,5,80.0,15.0,15,2018-01-31,2018-02-01
GH44856685,100016872,2018-02-02,5,80.0,15.0,15,2018-02-19,2018-03-05
GH59374898,100012029,2018-01-11,2,80.0,15.0,15,2018-01-26,2018-01-23
GH45662021,100011257,2018-01-08,1,80.0,15.0,15,2018-01-23,2018-01-22
GH80411093,100016078,2018-01-29,3,80.0,15.0,15,2018-02-13,2018-01-29
GH51803552,100013619,2018-01-16,4,80.0,15.0,15,2018-01-31,2018-01-30
GH80235933,100011938,2018-01-11,2,80.0,15.0,15,2018-01-26,2018-01-26
GH24740548,100018129,2018-02-10,1,80.0,15.0,15,2018-02-26,2018-02-28
GH08050804,100013699,2018-01-17,4,80.0,15.0,15,2018-02-01,2018-01-31
GH12090274,100015783,2018-01-27,1,80.0,15.0,15,2018-02-12,2018-02-12
GH05596552,100014362,2018-01-20,4,80.0,15.0,15,2018-02-05,2018-01-30
GH81389500,100011950,2018-01-11,1,80.0,15.0,15,2018-01-26,2018-01-24
GH12972845,100010543,2018-01-03,2,80.0,15.0,15,2018-01-18,2018-01-15
GH55103900,100016564,2018-02-01,3,80.0,15.0,15,2018-02-16,2018-02-14
GH13607443,100017892,2018-02-08,5,80.0,15.0,15,2018-02-23,2018-02-23
GH30787200,100015230,2018-01-24,1,80.0,15.0,15,2018-02-08,2018-02-08
GH49149221,100017435,2018-02-06,5,80.0,15.0,15,2018-02-21,2018-02-19
GH05460103,100016792,2018-02-02,1,80.0,15.0,15,2018-02-19,2018-02-11
GH59669870,100019643,2018-02-19,4,80.0,15.0,15,2018-03-06,2018-03-04
GH74851235,100019887,2018-02-20,3,80.0,15.0,15,2018-03-07,2018-03-06
GH87811290,100011265,2018-01-08,2,80.0,15.0,15,2018-01-23,2018-01-21
GH46610651,100019842,2018-02-20,2,80.0,15.0,15,2018-03-07,2018-03-06
GH41443131,100010650,2018-01-03,1,80.0,15.0,15,2018-01-18,2018-01-11
GH79299768,100016823,2018-02-02,2,80.0,15.0,15,2018-02-19,2018-02-16
GH60247976,100016005,2018-01-29,3,80.0,15.0,15,2018-02-13,2018-02-12
GH61487467,100012028,2018-01-11,4,80.0,15.0,15,2018-01-26,2018-01-26
GH92958716,100017248,2018-02-05,5,80.0,15.0,15,2018-02-20,2018-02-19
GH67529775,100017455,2018-02-06,2,80.0,15.0,15,2018-02-21,2018-03-05
686128144,301784776374,2018-05-22,11,49500.0,10.0,60,2018-07-21,2018-06-22
672963859,302957705,2018-03-22,5,49500.0,10.0,60,2018-05-21,2018-03-30
936421926,302775130,2018-02-13,2,49500.0,10.0,60,2018-04-15,2018-04-13
686128144,303021822,2018-04-05,9,49500.0,10.0,60,2018-06-05,2018-05-02
717911405,302826763,2018-02-23,7,49500.0,10.0,60,2018-04-25,2018-03-26
200169952,302858911,2018-03-01,8,49500.0,10.0,60,2018-04-30,2018-04-05
686128144,303156871,2018-05-02,10,49500.0,10.0,60,2018-07-01,2018-05-22
686128144,302812940,2018-02-21,6,49500.0,10.0,60,2018-04-23,2018-03-05
769940937,302720234,2018-02-01,22,49500.0,10.0,60,2018-04-03,2018-03-03
491906090,302760645,2018-02-10,8,20500.0,10.0,60,2018-04-12,2018-03-13
418252732,302588129,2018-01-04,22,41000.0,10.0,60,2018-03-05,2018-02-01
987534954,302826745524,2018-11-26,5,20500.0,20.0,60,2019-01-26,2019-01-15
027321344,302408442620,2018-09-16,4,20500.0,20.0,60,2018-11-17,2018-11-06
739546510,302060935730,2018-07-17,6,20500.0,20.0,60,2018-09-16,2018-12-22
051964302,302344421107,2018-09-06,4,20500.0,20.0,60,2018-11-06,2018-12-01
581719506,302684978834,2018-11-01,5,20500.0,20.0,60,2019-01-02,2019-01-02
494769212,302427269157,2018-09-20,2,20500.0,20.0,60,2018-11-20,2018-11-19
827139420,302078898083,2018-07-20,1,20500.0,20.0,60,2018-09-20,2018-08-20
413662547,302842248,2018-02-27,22,120000.0,5.0,180,2018-08-29,2018-06-26
926915628,303105156,2018-04-23,11,120000.0,5.0,180,2018-10-23,2018-09-25
273615965,302851932,2018-02-28,3,120000.0,5.0,180,2018-08-30,2018-08-19
206067092,301752820633,2018-05-16,4,120000.0,10.0,90,2018-08-15,2018-08-15
962880828,302803825,2018-02-19,1,7500.0,30.0,30,2018-03-21,2018-02-23
480083779,302626524,2018-01-12,3,7500.0,30.0,30,2018-02-11,2018-02-13
344155099,302793677,2018-02-17,2,7500.0,30.0,30,2018-03-19,2018-03-14
102141899,303114341,2018-04-24,1,7500.0,30.0,30,2018-05-26,2018-05-26
026133837,302623360,2018-01-12,2,7500.0,30.0,30,2018-02-11,2018-03-24
344195093,302051680797,2018-07-15,1,7500.0,30.0,30,2018-08-14,2018-08-14
717368360,302212842511,2018-08-14,2,7500.0,30.0,30,2018-09-13,2018-08-17
124189650,302607241,2018-01-08,1,7500.0,30.0,30,2018-02-09,2018-03-30
643450202,302696967,2018-01-27,1,7500.0,30.0,30,2018-02-26,2018-03-01
061452364,302528776595,2018-10-06,2,7500.0,30.0,30,2018-11-05,2018-11-14
872284600,302732236,2018-02-04,1,7500.0,30.0,30,2018-03-06,2018-03-06
383789899,302833086,2018-02-25,1,7500.0,30.0,30,2018-03-29,2018-04-12
240588571,303056683,2018-04-13,2,7500.0,30.0,30,2018-05-13,2018-05-11
339095931,302379245789,2018-09-12,2,7500.0,30.0,30,2018-10-12,2018-10-31
091351436,302832471,2018-02-25,1,7500.0,30.0,30,2018-03-27,2018-04-24
683225743,302072465932,2018-07-19,5,7500.0,30.0,30,2018-08-20,2018-09-25
952956668,302182114604,2018-08-09,2,7500.0,30.0,30,2018-09-08,2018-09-04
530961303,302716663,2018-01-31,2,7500.0,30.0,30,2018-03-02,2018-03-07
866631249,302505307482,2018-10-03,1,7500.0,30.0,30,2018-11-02,2018-10-30
169241090,302773546,2018-02-13,1,7500.0,30.0,30,2018-03-15,2018-02-27
974013962,302583090,2018-01-02,1,7500.0,30.0,30,2018-02-04,2018-03-06
613853278,301904273910,2018-06-14,2,7500.0,30.0,30,2018-07-16,2018-07-11
751741585,303138149,2018-04-28,1,7500.0,30.0,30,2018-05-28,2018-07-28
075935783,302585615,2018-01-03,2,7500.0,30.0,30,2018-02-02,2018-01-28
821162983,303083401,2018-04-18,3,7500.0,30.0,30,2018-05-18,2018-05-08
795344804,302732573,2018-02-04,2,7500.0,30.0,30,2018-03-06,2018-03-06
305626699,302248112763,2018-08-21,2,7500.0,30.0,30,2018-09-20,2018-10-04
795037780,301827412140,2018-05-31,3,7500.0,30.0,30,2018-07-02,2018-06-28
092625651,302741091,2018-02-06,2,7500.0,30.0,30,2018-03-08,2018-05-24
811183742,302897677,2018-03-09,2,7500.0,30.0,30,2018-04-08,2018-04-24
608303980,302618640,2018-01-10,2,7500.0,30.0,30,2018-02-09,2018-06-17
458172778,302629934,2018-01-13,1,7500.0,30.0,30,2018-02-12,2018-02-09
446009623,303150836,2018-05-01,4,7500.0,30.0,30,2018-05-31,2018-05-30
834372040,302594326,2018-01-05,2,7500.0,30.0,30,2018-02-04,2018-02-04
165829910,302694826,2018-01-26,1,7500.0,30.0,30,2018-02-25,2018-02-25
597913688,302056199372,2018-07-16,7,7500.0,30.0,30,2018-08-15,2018-08-14
897300565,302745081,2018-02-07,3,7500.0,30.0,30,2018-03-09,2018-03-07
985959069,302900060,2018-03-09,2,7500.0,30.0,30,2018-04-08,2018-04-09
246609350,302276241203,2018-08-26,9,7500.0,30.0,30,2018-09-25,2018-08-26
246004336,302930703,2018-03-16,3,7500.0,30.0,30,2018-04-15,2018-04-01
576985830,302893272,2018-03-08,2,7500.0,30.0,30,2018-04-07,2018-03-28
948299347,302846138,2018-02-27,1,7500.0,30.0,30,2018-03-29,2018-02-28
014785142,302827843,2018-02-23,1,7500.0,30.0,30,2018-03-26,2018-04-05
182431068,302625317,2018-01-12,1,7500.0,30.0,30,2018-02-11,2018-02-09
465143167,301963895658,2018-06-27,3,7500.0,30.0,30,2018-07-27,2018-07-27
581512555,302632163,2018-01-14,1,7500.0,30.0,30,2018-02-13,2018-02-12
056957893,303009442,2018-04-03,6,7500.0,30.0,30,2018-05-03,2018-05-03
316591772,302918972923,2018-12-12,1,7500.0,30.0,30,2019-01-11,2019-01-14
449220170,302691867,2018-01-26,1,7500.0,30.0,30,2018-02-25,2018-02-20
507362138,302699508,2018-01-27,3,7500.0,30.0,30,2018-02-26,2018-02-22
397766949,302739730,2018-02-06,1,7500.0,30.0,30,2018-03-08,2018-03-03
597976785,302790728,2018-02-16,1,7500.0,30.0,30,2018-03-19,2018-03-12
153064200,302969551,2018-03-25,2,7500.0,30.0,30,2018-04-24,2018-04-15
638043477,302816182,2018-02-21,1,7500.0,30.0,30,2018-03-23,2018-04-01
811745458,302621288,2018-01-11,1,7500.0,30.0,30,2018-02-11,2018-02-11
996512882,302844250,2018-02-27,2,7500.0,30.0,30,2018-03-29,2018-03-27
397718724,302792431052,2018-11-20,4,15000.0,15.0,60,2019-01-20,2018-12-20
343494445,303190746,2018-05-08,2,7500.0,30.0,30,2018-06-07,2018-06-03
489262950,302698247,2018-01-27,1,7500.0,30.0,30,2018-02-27,2018-04-01
610780825,302723768,2018-02-02,3,7500.0,30.0,30,2018-03-04,2018-03-04
271731449,303063868,2018-04-14,2,7500.0,30.0,30,2018-05-14,2018-05-07
556992460,302808044,2018-02-20,1,7500.0,30.0,30,2018-03-22,2018-03-15
837435735,302692424,2018-01-26,1,7500.0,30.0,30,2018-02-25,2018-03-03
052550940,302864554,2018-03-02,2,7500.0,30.0,30,2018-04-01,2018-04-01
096902186,302613991,2018-01-09,2,7500.0,30.0,30,2018-02-08,2018-02-05
943138001,302702257,2018-01-28,2,7500.0,30.0,30,2018-02-27,2018-02-28
931527895,301728305588,2018-05-11,4,7500.0,30.0,30,2018-06-11,2018-06-05
220607228,302770541,2018-02-12,1,7500.0,30.0,30,2018-03-16,2018-03-09
445406861,301738416810,2018-05-14,2,7500.0,30.0,30,2018-06-13,2018-05-31
180947579,302407373000,2018-09-16,1,7500.0,30.0,30,2018-10-16,2018-09-26
516048010,302803737,2018-02-19,2,7500.0,30.0,30,2018-03-21,2018-04-01
201624810,303174940,2018-05-05,4,7500.0,30.0,30,2018-06-04,2018-06-03
658762253,302644824,2018-01-17,1,7500.0,30.0,30,2018-02-16,2018-02-16
008294069,302529136655,2018-10-07,2,7500.0,30.0,30,2018-11-06,2018-11-06
812533952,302769939,2018-02-12,1,7500.0,30.0,30,2018-03-14,2018-03-08
243041257,302688619,2018-01-25,1,7500.0,30.0,30,2018-02-26,2018-06-08
363332293,303022963,2018-04-05,3,7500.0,30.0,30,2018-05-05,2018-05-05
925857436,302639299,2018-01-16,1,7500.0,30.0,30,2018-02-15,2018-02-01
860516524,302572946881,2018-10-14,1,7500.0,30.0,30,2018-11-13,2018-11-11
743197176,302817798,2018-02-22,3,7500.0,30.0,30,2018-03-24,2018-03-24
818118272,303006969,2018-04-02,6,7500.0,30.0,30,2018-05-02,2018-05-25
142887567,302724839,2018-02-02,1,7500.0,30.0,30,2018-03-04,2018-02-28
679454569,302940113999,2018-12-18,2,7500.0,30.0,30,2019-01-17,2019-01-17
201404479,302851167206,2018-11-30,1,7500.0,30.0,30,2018-12-30,2018-12-25
273104703,302397291847,2018-09-14,1,7500.0,30.0,30,2018-10-14,2018-10-14
630308039,302814053,2018-02-21,1,7500.0,30.0,30,2018-03-24,2018-03-15
533498921,302423982829,2018-09-19,1,7500.0,30.0,30,2018-10-19,2018-12-18
321334320,301939225557,2018-06-21,2,7500.0,30.0,30,2018-07-23,2018-07-18
409097950,302595626,2018-01-05,2,7500.0,30.0,30,2018-02-04,2018-01-31
977761236,303076705,2018-04-17,2,7500.0,30.0,30,2018-05-17,2018-05-14
095194701,303127515,2018-04-27,2,7500.0,30.0,30,2018-05-27,2018-06-04
969384370,302647264,2018-01-17,1,7500.0,30.0,30,2018-02-17,2018-02-01
376652492,302869222,2018-03-03,2,7500.0,30.0,30,2018-04-02,2018-04-02
203874550,302854721,2018-03-01,1,7500.0,30.0,30,2018-03-31,2018-03-31
154461223,302494941048,2018-10-01,1,7500.0,30.0,30,2018-10-31,2018-10-31
487460260,302865925,2018-03-02,2,7500.0,30.0,30,2018-04-01,2018-03-29
383163813,302740820327,2018-11-11,1,7500.0,30.0,30,2018-12-11,2018-12-17
700124626,302288751915,2018-08-28,8,7500.0,30.0,30,2018-09-27,2018-09-27
267765126,302386420738,2018-09-13,1,7500.0,30.0,30,2018-10-13,2018-10-13
356348843,302725162,2018-02-02,1,7500.0,30.0,30,2018-03-04,2018-03-01
628568744,302714113,2018-01-31,1,7500.0,30.0,30,2018-03-02,2018-03-02
944172894,302940353241,2018-12-18,8,7500.0,30.0,30,2019-01-17,2018-12-31
521461298,302670513,2018-01-22,1,7500.0,30.0,30,2018-02-21,2018-02-19
168744117,302657970168,2018-10-28,1,7500.0,30.0,30,2018-11-27,2018-11-08
692706844,302921272,2018-03-14,1,7500.0,30.0,30,2018-04-13,2018-04-12
174909757,302630719,2018-01-13,1,7500.0,30.0,30,2018-02-12,2018-02-05
683626820,302856063,2018-03-01,2,7500.0,30.0,30,2018-03-31,2018-04-04
435237355,302617947,2018-01-10,1,7500.0,30.0,30,2018-02-09,2018-02-10
